timestamp,open,high,low,close,volume,vwap,session,regime
1704114000000,44966.38,45036.46,44965.14,45011.60,233,44968.34,gap,trending_down
1704114900000,45011.60,45023.94,44957.50,44972.67,209,45014.46,gap,ranging
1704115800000,44972.67,45002.58,44956.59,44985.93,158,44964.82,new_york,trending_down
1704116700000,44985.93,45017.69,44966.64,45005.16,123,44995.54,gap,ranging
1704117600000,45005.16,45017.99,44966.20,44991.55,244,45012.66,asia,high_vol
1704118500000,44991.55,45012.35,44963.17,44991.94,431,44993.91,asia,ranging
1704119400000,44991.94,45050.84,44971.29,45034.28,17,45001.29,london,trending_up
1704120300000,45034.28,45055.90,45025.69,45029.82,204,45041.94,gap,trending_up
1704121200000,45029.82,45046.97,44991.90,45007.70,34,45032.53,asia,trending_up
1704122100000,45007.70,45047.41,44985.70,45044.37,352,45004.19,asia,ranging
1704123000000,45044.37,45054.40,45035.68,45044.37,421,45043.90,new_york,trending_up
1704123900000,45044.37,45056.88,45031.28,45043.42,486,45049.60,new_york,trending_down
1704124800000,45043.42,45060.84,44968.61,44997.55,38,45036.18,new_york,high_vol
1704125700000,44997.55,45048.21,44986.31,45021.14,158,44987.81,london,trending_down
1704126600000,45021.14,45044.04,44984.44,45006.84,287,45022.56,london,ranging
1704127500000,45006.84,45026.00,44989.84,45016.82,187,44998.57,gap,trending_down
1704128400000,45016.82,45045.13,45012.84,45022.07,489,45018.95,new_york,trending_down
1704129300000,45022.07,45024.14,45013.40,45023.30,490,45016.79,asia,ranging
1704130200000,45023.30,45063.58,44994.03,45049.53,343,45027.46,london,ranging
1704131100000,45049.53,45070.97,45001.87,45016.93,257,45046.02,new_york,high_vol
1704132000000,45016.93,45083.69,45013.84,45065.14,212,45022.12,london,trending_up
1704132900000,45065.14,45110.45,45039.92,45103.96,145,45073.77,london,ranging
1704133800000,45103.96,45127.26,45086.20,45119.89,451,45097.97,new_york,trending_down
1704134700000,45119.89,45145.39,45077.15,45096.62,309,45113.45,new_york,trending_up
1704135600000,45096.62,45099.66,45039.83,45049.19,226,45102.51,new_york,trending_down
1704136500000,45049.19,45050.54,44995.61,44999.62,383,45045.04,asia,ranging
1704137400000,44999.62,45034.88,44971.29,45021.50,227,45002.54,gap,ranging
1704138300000,45021.50,45041.66,45009.53,45025.76,334,45011.81,london,high_vol
1704139200000,45025.76,45030.55,45000.08,45029.79,19,45034.54,london,high_vol
1704140100000,45029.79,45072.89,45029.70,45059.72,309,45028.07,gap,ranging
1704141000000,45059.72,45112.86,45030.72,45095.57,352,45068.32,new_york,ranging
1704141900000,45095.57,45151.47,45089.31,45144.99,447,45100.86,london,ranging
1704142800000,45144.99,45200.28,45133.96,45171.78,341,45144.51,london,trending_down
1704143700000,45171.78,45188.23,45137.73,45138.15,327,45176.61,london,trending_up
1704144600000,45138.15,45160.58,45070.60,45089.01,395,45132.27,asia,ranging
1704145500000,45089.01,45097.72,45029.91,45044.05,266,45092.99,new_york,trending_up
1704146400000,45044.05,45116.26,45020.35,45088.51,225,45046.71,gap,high_vol
1704147300000,45088.51,45129.45,45074.89,45099.77,177,45093.23,new_york,ranging
1704148200000,45099.77,45113.51,45049.39,45056.50,148,45093.97,asia,ranging
1704149100000,45056.50,45109.44,45041.90,45098.60,284,45060.94,london,trending_down
1704150000000,45098.60,45148.56,45073.12,45120.82,16,45098.91,new_york,high_vol
1704150900000,45120.82,45121.01,45063.27,45081.01,349,45120.99,london,trending_down
1704151800000,45081.01,45111.35,45052.62,45108.16,48,45079.02,london,trending_up
1704152700000,45108.16,45135.26,45091.20,45121.98,183,45107.52,asia,trending_up
1704153600000,45121.98,45126.63,45107.09,45122.83,158,45124.12,asia,ranging
1704154500000,45122.83,45149.92,45122.10,45127.34,268,45124.18,london,ranging
1704155400000,45127.34,45165.26,45103.65,45139.67,46,45135.35,gap,trending_up
1704156300000,45139.67,45191.72,45117.33,45179.39,336,45130.41,asia,high_vol
1704157200000,45179.39,45195.67,45141.07,45144.04,208,45186.55,asia,trending_up
1704158100000,45144.04,45187.73,45129.30,45167.22,303,45150.96,asia,trending_up
1704159000000,45167.22,45174.29,45128.49,45155.63,27,45162.06,gap,trending_down
1704159900000,45155.63,45169.47,45090.30,45112.73,95,45146.49,gap,high_vol
1704160800000,45112.73,45149.79,45097.35,45123.21,235,45112.74,new_york,trending_up
1704161700000,45123.21,45126.85,45065.83,45090.30,305,45130.90,gap,high_vol
1704162600000,45090.30,45090.86,45060.34,45070.17,249,45092.38,new_york,ranging
1704163500000,45070.17,45124.80,45062.16,45109.67,85,45063.44,london,trending_down
1704164400000,45109.67,45111.36,45053.06,45078.92,88,45109.81,new_york,trending_down
1704165300000,45078.92,45136.85,45078.61,45124.43,74,45087.61,gap,trending_up
1704166200000,45124.43,45156.86,45098.12,45138.98,18,45117.38,asia,trending_down
1704167100000,45138.98,45147.44,45073.35,45090.86,369,45146.39,london,high_vol
1704168000000,45090.86,45116.12,45052.79,45068.28,65,45092.28,london,trending_down
1704168900000,45068.28,45095.53,45057.22,45087.69,214,45068.44,gap,trending_up
1704169800000,45087.69,45098.59,45033.18,45046.68,171,45096.49,new_york,trending_down
1704170700000,45046.68,45087.24,45034.48,45081.38,123,45045.33,asia,ranging
1704171600000,45081.38,45157.11,45074.20,45129.88,281,45086.18,london,ranging
1704172500000,45129.88,45144.85,45102.09,45103.32,398,45130.50,gap,trending_up
1704173400000,45103.32,45128.78,45088.33,45090.16,182,45095.47,london,ranging
1704174300000,45090.16,45133.86,45071.02,45115.45,350,45084.57,new_york,high_vol
1704175200000,45115.45,45130.45,45089.77,45104.94,194,45107.40,new_york,trending_up
1704176100000,45104.94,45170.10,45096.19,45154.19,242,45112.40,london,ranging
1704177000000,45154.19,45162.34,45103.41,45116.81,101,45161.23,gap,ranging
1704177900000,45116.81,45129.11,45071.02,45096.41,200,45113.93,london,trending_down
1704178800000,45096.41,45110.06,45073.85,45102.30,292,45104.47,asia,trending_down
1704179700000,45102.30,45148.17,45073.16,45131.65,371,45110.52,asia,high_vol
1704180600000,45131.65,45192.40,45125.87,45162.61,367,45127.45,london,high_vol
1704181500000,45162.61,45173.58,45146.05,45164.56,308,45169.88,london,high_vol
1704182400000,45164.56,45207.68,45155.24,45197.82,135,45170.84,gap,trending_up
1704183300000,45197.82,45228.26,45192.38,45224.17,463,45204.75,asia,ranging
1704184200000,45224.17,45264.87,45212.15,45245.92,388,45216.94,gap,trending_up
1704185100000,45245.92,45288.00,45215.97,45265.47,422,45238.63,asia,ranging
1704186000000,45265.47,45287.84,45232.94,45243.60,346,45261.83,gap,ranging
1704186900000,45243.60,45292.84,45221.46,45273.79,70,45250.20,gap,trending_up
1704187800000,45273.79,45278.38,45226.01,45246.40,30,45274.20,london,trending_down
1704188700000,45246.40,45271.16,45229.90,45257.75,143,45252.80,asia,trending_up
1704189600000,45257.75,45295.44,45255.80,45283.63,147,45255.50,gap,trending_down
1704190500000,45283.63,45303.85,45281.16,45289.72,141,45274.54,asia,trending_down
1704191400000,45289.72,45299.13,45265.13,45265.58,376,45280.43,london,trending_up
1704192300000,45265.58,45280.54,45234.94,45249.60,167,45266.85,gap,trending_down
1704193200000,45249.60,45281.56,45234.48,45276.61,389,45258.09,london,trending_down
1704194100000,45276.61,45277.23,45242.54,45245.40,319,45270.94,gap,trending_down
1704195000000,45245.40,45258.93,45207.00,45232.21,427,45250.25,asia,high_vol
1704195900000,45232.21,45261.84,45163.86,45189.95,17,45238.82,new_york,high_vol
1704196800000,45189.95,45207.63,45121.89,45141.18,152,45191.76,london,trending_down
1704197700000,45141.18,45180.32,45112.17,45153.28,342,45151.02,london,ranging
1704198600000,45153.28,45161.01,45095.01,45103.48,248,45153.57,london,high_vol
1704199500000,45103.48,45113.20,45051.25,45071.18,377,45110.67,gap,ranging
1704200400000,45071.18,45092.58,45011.75,45021.25,36,45070.37,new_york,trending_up
1704201300000,45021.25,45048.91,44999.60,45017.41,219,45015.41,new_york,ranging
1704202200000,45017.41,45039.76,45009.57,45011.29,118,45016.94,asia,trending_down
1704203100000,45011.29,45044.87,44985.60,45035.17,496,45009.70,london,trending_up
1704204000000,45035.17,45054.27,44978.40,45004.53,100,45028.54,gap,high_vol
1704204900000,45004.53,45047.62,44977.85,45025.30,167,45012.93,london,high_vol
1704205800000,45025.30,45051.79,44976.14,44976.83,338,45028.19,asia,ranging
1704206700000,44976.83,45039.32,44950.60,45026.03,346,44967.21,asia,trending_up
1704207600000,45026.03,45032.23,45019.71,45026.36,460,45019.00,asia,trending_up
1704208500000,45026.36,45033.70,44987.20,45000.15,291,45032.82,new_york,ranging
1704209400000,45000.15,45004.83,44952.33,44962.46,352,44995.99,london,ranging
1704210300000,44962.46,45001.52,44951.58,44984.16,253,44964.02,new_york,ranging
1704211200000,44984.16,45029.76,44961.91,45005.97,218,44993.02,new_york,high_vol
1704212100000,45005.97,45012.78,44980.20,44991.36,380,44996.82,new_york,trending_up
1704213000000,44991.36,45043.65,44972.58,45014.67,126,44985.19,london,high_vol
1704213900000,45014.67,45076.84,44999.82,45055.28,73,45024.45,london,trending_up
1704214800000,45055.28,45079.28,45010.51,45031.68,339,45049.13,london,high_vol
1704215700000,45031.68,45064.69,45017.41,45047.91,53,45036.42,london,high_vol
1704216600000,45047.91,45069.65,45005.86,45031.30,178,45051.53,gap,ranging
1704217500000,45031.30,45063.37,45010.21,45052.56,242,45025.92,london,trending_up
1704218400000,45052.56,45062.62,45026.33,45045.58,222,45062.17,gap,trending_down
1704219300000,45045.58,45079.09,45036.65,45076.96,207,45048.09,gap,trending_down
1704220200000,45076.96,45096.15,45033.03,45057.80,181,45074.12,london,high_vol
1704221100000,45057.80,45107.80,45037.91,45105.09,417,45058.72,gap,ranging
1704222000000,45105.09,45119.05,45053.52,45076.62,255,45095.96,new_york,trending_up
1704222900000,45076.62,45092.23,45050.23,45055.58,210,45072.85,new_york,ranging
1704223800000,45055.58,45085.85,45036.21,45081.27,273,45046.92,asia,trending_down
1704224700000,45081.27,45106.43,45057.22,45079.07,458,45086.84,new_york,trending_down
1704225600000,45079.07,45124.00,45054.89,45097.77,179,45074.94,asia,trending_down
1704226500000,45097.77,45129.66,45095.71,45100.05,242,45094.28,gap,ranging
1704227400000,45100.05,45135.48,45098.35,45113.24,358,45100.47,new_york,high_vol
1704228300000,45113.24,45151.12,45099.08,45137.11,415,45121.08,asia,ranging
1704229200000,45137.11,45146.61,45084.24,45111.78,155,45129.13,london,trending_down
1704230100000,45111.78,45130.28,45070.84,45095.11,375,45108.17,london,trending_up
1704231000000,45095.11,45111.12,45030.40,45048.06,238,45102.70,london,trending_up
1704231900000,45048.06,45066.78,45026.25,45034.29,429,45041.23,new_york,ranging
1704232800000,45034.29,45075.58,45010.06,45047.89,459,45035.83,asia,trending_up
1704233700000,45047.89,45063.39,45030.17,45030.30,178,45050.53,new_york,trending_up
1704234600000,45030.30,45041.50,44978.93,44994.82,251,45025.58,asia,trending_up
1704235500000,44994.82,45017.64,44948.92,44965.36,52,44994.62,asia,ranging
1704236400000,44965.36,45026.26,44953.53,45011.92,312,44964.04,asia,trending_down
1704237300000,45011.92,45020.32,44942.93,44964.83,320,45016.99,gap,trending_down
1704238200000,44964.83,44987.58,44962.62,44986.33,348,44967.54,gap,trending_down
1704239100000,44986.33,45000.85,44964.30,44991.24,466,44991.43,new_york,trending_down
1704240000000,44991.24,45002.54,44988.15,45001.34,462,44982.68,gap,high_vol
1704240900000,45001.34,45031.18,44992.06,45006.45,359,44999.16,london,trending_up
1704241800000,45006.45,45031.69,44981.83,44998.41,278,45003.87,gap,ranging
1704242700000,44998.41,45016.64,44993.70,44995.82,124,44993.53,gap,trending_down
1704243600000,44995.82,45021.06,44984.70,45011.65,417,45003.66,london,ranging
1704244500000,45011.65,45056.79,45007.22,45034.99,423,45018.28,gap,trending_down
1704245400000,45034.99,45064.61,45001.79,45003.67,402,45042.06,london,trending_down
1704246300000,45003.67,45052.31,44985.04,45031.03,469,44998.03,asia,trending_down
1704247200000,45031.03,45068.46,45001.11,45051.05,379,45023.07,gap,ranging
1704248100000,45051.05,45075.56,45038.66,45062.33,379,45053.27,london,ranging
1704249000000,45062.33,45119.34,45034.46,45101.31,468,45070.19,new_york,ranging
1704249900000,45101.31,45143.52,45091.08,45135.15,37,45099.94,gap,trending_down
1704250800000,45135.15,45176.95,45106.37,45154.93,12,45133.61,london,trending_up
1704251700000,45154.93,45229.21,45144.19,45199.87,278,45154.41,gap,trending_down
1704252600000,45199.87,45228.14,45139.48,45166.68,56,45190.53,asia,high_vol
1704253500000,45166.68,45207.18,45154.79,45202.66,422,45171.57,asia,trending_up
1704254400000,45202.66,45218.21,45171.24,45197.70,21,45207.72,gap,trending_up
1704255300000,45197.70,45223.09,45167.05,45181.61,365,45191.01,asia,trending_up
1704256200000,45181.61,45203.51,45180.72,45198.96,187,45173.46,new_york,ranging
1704257100000,45198.96,45220.22,45143.38,45172.26,357,45196.71,london,ranging
1704258000000,45172.26,45202.13,45126.38,45153.90,93,45165.08,new_york,trending_up
1704258900000,45153.90,45177.94,45133.35,45139.55,270,45162.24,gap,trending_up
1704259800000,45139.55,45160.35,45103.14,45108.18,101,45135.42,london,ranging
1704260700000,45108.18,45114.79,45098.45,45111.92,338,45102.78,asia,high_vol
1704261600000,45111.92,45187.12,45100.41,45160.47,267,45105.87,asia,ranging
1704262500000,45160.47,45162.32,45103.33,45114.95,321,45152.94,london,high_vol
1704263400000,45114.95,45167.64,45112.13,45161.55,312,45117.09,asia,trending_up
1704264300000,45161.55,45183.43,45107.50,45117.64,224,45166.69,london,trending_up
1704265200000,45117.64,45174.05,45092.11,45156.49,179,45117.60,london,trending_down
1704266100000,45156.49,45182.14,45090.71,45107.35,83,45160.86,gap,trending_down
1704267000000,45107.35,45157.97,45091.89,45130.97,443,45099.82,asia,trending_up
1704267900000,45130.97,45135.17,45117.69,45122.44,278,45131.94,new_york,trending_up
1704268800000,45122.44,45140.44,45101.69,45119.91,97,45130.07,gap,trending_down
1704269700000,45119.91,45144.22,45088.36,45092.49,450,45127.69,gap,high_vol
1704270600000,45092.49,45104.03,45083.34,45085.46,157,45096.60,asia,trending_down
1704271500000,45085.46,45104.90,45066.90,45088.17,117,45092.07,london,ranging
1704272400000,45088.17,45128.97,45076.53,45112.44,453,45092.94,london,ranging
1704273300000,45112.44,45137.85,45098.64,45132.74,322,45107.06,asia,trending_up
1704274200000,45132.74,45137.61,45079.47,45103.33,38,45123.54,asia,trending_down
1704275100000,45103.33,45114.16,45060.87,45087.47,279,45095.01,gap,trending_up
1704276000000,45087.47,45115.19,45051.07,45067.10,420,45090.40,london,high_vol
1704276900000,45067.10,45068.67,45032.36,45039.64,331,45061.88,gap,ranging
1704277800000,45039.64,45047.84,45021.26,45024.18,293,45044.90,gap,high_vol
1704278700000,45024.18,45043.01,45011.01,45011.36,261,45022.89,gap,trending_up
1704279600000,45011.36,45021.47,44964.85,44992.38,231,45003.39,new_york,trending_down
1704280500000,44992.38,45010.87,44938.97,44962.87,172,44994.04,london,trending_down
1704281400000,44962.87,44989.96,44929.56,44951.96,204,44958.22,gap,high_vol
1704282300000,44951.96,44995.07,44936.21,44978.00,185,44957.93,asia,ranging
1704283200000,44978.00,45002.83,44928.98,44949.30,232,44980.75,london,trending_up
1704284100000,44949.30,45013.67,44943.08,44997.56,422,44950.98,new_york,high_vol
1704285000000,44997.56,45000.19,44925.03,44951.76,248,44990.20,london,trending_down
1704285900000,44951.76,44979.01,44908.09,44924.02,83,44961.51,new_york,ranging
1704286800000,44924.02,44936.22,44904.51,44930.06,157,44922.54,london,trending_up
1704287700000,44930.06,44954.83,44900.46,44951.93,193,44928.48,asia,trending_down
1704288600000,44951.93,44981.35,44928.20,44947.75,128,44961.76,london,trending_down
1704289500000,44947.75,44974.98,44929.75,44930.62,254,44943.59,gap,ranging
1704290400000,44930.62,44973.31,44902.06,44955.25,389,44930.15,asia,trending_down
1704291300000,44955.25,45008.90,44934.58,44995.47,161,44958.63,asia,trending_up
1704292200000,44995.47,45006.61,44958.29,44987.75,114,45002.99,london,ranging
1704293100000,44987.75,45015.86,44942.94,44946.17,42,44992.54,gap,high_vol
1704294000000,44946.17,44977.79,44930.95,44963.05,360,44946.77,gap,trending_down
1704294900000,44963.05,44996.97,44933.96,44967.15,217,44965.74,london,ranging
1704295800000,44967.15,44999.29,44956.02,44991.49,428,44965.85,london,trending_down
1704296700000,44991.49,45018.16,44963.45,44986.03,138,44982.75,gap,trending_up
1704297600000,44986.03,45029.37,44976.39,45025.54,369,44988.23,gap,high_vol
1704298500000,45025.54,45074.82,45009.74,45064.44,26,45017.46,new_york,trending_down
1704299400000,45064.44,45075.51,44994.80,45015.00,235,45054.58,london,trending_down
1704300300000,45015.00,45036.41,45001.42,45009.07,138,45017.46,gap,high_vol
1704301200000,45009.07,45033.25,44993.46,45024.70,492,45017.30,new_york,trending_down
1704302100000,45024.70,45036.89,45005.53,45006.61,372,45019.95,gap,trending_down
1704303000000,45006.61,45052.17,44982.45,45030.63,162,45016.08,asia,ranging
1704303900000,45030.63,45053.28,45001.06,45006.18,152,45021.40,new_york,high_vol
1704304800000,45006.18,45009.88,44965.39,44984.80,194,45009.35,asia,ranging
1704305700000,44984.80,44986.76,44933.35,44938.53,63,44988.10,new_york,trending_up
1704306600000,44938.53,44992.16,44909.72,44969.24,382,44939.02,london,trending_down
1704307500000,44969.24,45009.61,44943.28,44997.92,143,44962.87,gap,trending_down
1704308400000,44997.92,45003.59,44949.74,44977.25,16,44999.79,new_york,trending_down
1704309300000,44977.25,44979.33,44936.85,44949.87,305,44983.89,new_york,high_vol
1704310200000,44949.87,44978.24,44907.42,44913.14,493,44955.41,gap,trending_down
1704311100000,44913.14,44970.00,44900.93,44946.47,451,44911.28,new_york,ranging
1704312000000,44946.47,44972.46,44940.75,44955.20,477,44937.58,london,trending_down
1704312900000,44955.20,44977.23,44910.26,44911.78,327,44957.91,gap,trending_down
1704313800000,44911.78,44964.25,44894.08,44959.14,96,44907.69,london,ranging
1704314700000,44959.14,44972.64,44912.83,44931.37,150,44955.50,new_york,trending_up
1704315600000,44931.37,44942.23,44909.31,44921.45,127,44924.18,asia,ranging
1704316500000,44921.45,44988.59,44914.96,44960.61,332,44928.82,gap,trending_down
1704317400000,44960.61,44979.55,44946.68,44957.23,198,44967.40,london,ranging
1704318300000,44957.23,44973.96,44923.55,44947.03,217,44951.96,london,trending_up
1704319200000,44947.03,44962.14,44886.46,44908.94,359,44955.89,gap,ranging
1704320100000,44908.94,44933.34,44855.68,44864.82,179,44918.76,new_york,high_vol
1704321000000,44864.82,44868.26,44816.80,44819.57,117,44856.74,gap,ranging
1704321900000,44819.57,44834.23,44803.01,44813.31,121,44816.05,asia,high_vol
1704322800000,44813.31,44868.53,44795.16,44859.65,169,44816.86,asia,trending_down
1704323700000,44859.65,44916.15,44845.28,44887.74,387,44857.43,london,high_vol
1704324600000,44887.74,44913.14,44822.86,44842.36,123,44886.26,new_york,trending_down
1704325500000,44842.36,44905.77,44822.96,44888.03,144,44835.13,new_york,high_vol
1704326400000,44888.03,44911.16,44843.49,44866.70,467,44892.18,asia,high_vol
1704327300000,44866.70,44878.11,44829.13,44837.37,190,44871.19,gap,ranging
1704328200000,44837.37,44883.06,44810.86,44879.26,193,44828.44,gap,trending_up
1704329100000,44879.26,44893.44,44834.02,44853.64,445,44884.98,gap,high_vol
1704330000000,44853.64,44872.59,44851.08,44870.59,220,44849.21,london,trending_up
1704330900000,44870.59,44882.33,44857.72,44868.11,240,44866.85,gap,trending_down
1704331800000,44868.11,44892.87,44845.05,44871.22,371,44860.72,gap,high_vol
1704332700000,44871.22,44888.95,44849.85,44884.40,430,44880.00,asia,trending_down
1704333600000,44884.40,44920.44,44877.02,44911.39,44,44874.48,gap,ranging
1704334500000,44911.39,44943.89,44904.93,44934.34,73,44916.79,asia,high_vol
1704335400000,44934.34,44987.80,44920.64,44969.06,323,44943.62,new_york,trending_up
1704336300000,44969.06,45035.72,44957.90,45006.38,69,44973.56,gap,high_vol
1704337200000,45006.38,45023.97,44960.12,44982.76,23,45002.35,gap,ranging
1704338100000,44982.76,44996.11,44971.78,44986.62,208,44984.56,asia,ranging
1704339000000,44986.62,45000.44,44938.69,44944.06,231,44986.47,asia,trending_down
1704339900000,44944.06,44953.67,44892.16,44915.82,168,44936.98,gap,trending_down
1704340800000,44915.82,44936.73,44876.59,44895.86,206,44920.66,london,trending_down
1704341700000,44895.86,44935.73,44867.49,44920.05,62,44891.20,new_york,trending_up
1704342600000,44920.05,44935.11,44883.90,44909.59,421,44925.33,london,trending_down
1704343500000,44909.59,44927.33,44870.46,44884.13,278,44916.30,new_york,high_vol
1704344400000,44884.13,44924.63,44865.54,44917.30,47,44892.19,new_york,ranging
1704345300000,44917.30,44938.89,44875.52,44878.21,40,44922.24,asia,high_vol
1704346200000,44878.21,44914.21,44867.89,44908.88,288,44886.56,gap,high_vol
1704347100000,44908.88,44914.61,44845.78,44861.91,316,44903.62,gap,high_vol
1704348000000,44861.91,44880.07,44859.66,44865.41,429,44857.53,new_york,trending_up
1704348900000,44865.41,44866.92,44847.02,44853.79,56,44862.01,gap,high_vol
1704349800000,44853.79,44899.79,44850.99,44872.52,122,44860.66,london,ranging
1704350700000,44872.52,44874.50,44856.00,44872.14,335,44874.39,asia,trending_down
1704351600000,44872.14,44890.93,44848.19,44889.81,338,44874.66,gap,ranging
1704352500000,44889.81,44937.00,44880.73,44911.69,479,44880.99,gap,ranging
1704353400000,44911.69,44943.01,44901.86,44931.40,280,44909.35,gap,trending_up
1704354300000,44931.40,44976.60,44926.72,44954.37,111,44926.16,london,ranging
1704355200000,44954.37,45014.08,44943.10,44996.40,112,44948.51,asia,trending_up
1704356100000,44996.40,45015.40,44952.28,44952.41,181,44993.04,asia,trending_up
1704357000000,44952.41,44954.13,44924.19,44936.34,401,44946.89,london,high_vol
1704357900000,44936.34,44963.41,44881.60,44902.04,438,44936.22,asia,ranging
1704358800000,44902.04,44930.30,44894.93,44907.80,112,44896.81,gap,trending_down
1704359700000,44907.80,44912.21,44881.20,44885.30,159,44910.36,london,high_vol
1704360600000,44885.30,44945.73,44877.46,44916.11,365,44892.89,london,ranging
1704361500000,44916.11,44944.42,44898.87,44923.64,142,44923.62,new_york,high_vol
1704362400000,44923.64,44940.84,44905.45,44905.79,120,44917.26,london,trending_up
1704363300000,44905.79,44934.73,44879.94,44899.36,59,44908.95,new_york,high_vol
1704364200000,44899.36,44927.49,44863.16,44880.30,431,44897.48,london,trending_up
1704365100000,44880.30,44923.14,44877.34,44901.06,353,44874.51,asia,trending_up
1704366000000,44901.06,44954.84,44899.68,44942.73,434,44891.46,asia,trending_up
1704366900000,44942.73,45014.59,44920.55,44986.04,212,44949.59,asia,ranging
1704367800000,44986.04,45014.75,44933.23,44940.97,325,44981.25,gap,ranging
1704368700000,44940.97,44951.15,44890.21,44893.30,309,44949.08,new_york,trending_up
1704369600000,44893.30,44903.53,44851.41,44870.71,284,44890.94,london,trending_up
1704370500000,44870.71,44885.22,44856.27,44863.74,193,44872.42,asia,trending_up
1704371400000,44863.74,44873.23,44810.76,44832.62,100,44856.06,gap,trending_down
1704372300000,44832.62,44836.07,44804.20,44829.23,488,44826.67,gap,high_vol
1704373200000,44829.23,44844.94,44806.20,44833.08,175,44825.03,asia,ranging
1704374100000,44833.08,44834.54,44769.50,44789.95,280,44834.54,gap,trending_up
1704375000000,44789.95,44851.09,44786.71,44836.16,204,44781.78,asia,trending_down
